time,station,tl_mittel,tlmax,tlmin,rr,so_h,rf_mittel,vv_mittel,sh
2025-12-02T00:00+00:00,19821,4.4,8.3,0.4,-1.0,3.5,81,1.0,
2025-12-03T00:00+00:00,19821,1.8,3.8,-0.3,1.0,0.0,97,1.5,
2025-12-04T00:00+00:00,19821,1.8,3.0,0.6,4.7,0.0,96,1.5,
2025-12-05T00:00+00:00,19821,1.5,2.8,0.1,-1.0,0.0,98,1.0,
2025-12-06T00:00+00:00,19821,1.4,3.5,-0.8,-1.0,3.3,93,1.0,
2025-12-07T00:00+00:00,19821,0.1,3.4,-3.2,0.0,0.7,95,1.0,
2025-12-08T00:00+00:00,19821,4.6,9.4,-0.2,-1.0,4.5,90,1.0,
2025-12-09T00:00+00:00,19821,4.4,10.2,-1.5,-1.0,5.8,90,0.2,
2025-12-10T00:00+00:00,19821,3.4,8.5,-1.8,-1.0,5.9,83,0.2,
2025-12-11T00:00+00:00,19821,2.6,8.1,-2.9,-1.0,4.7,81,1.0,
2025-12-12T00:00+00:00,19821,2.4,7.5,-2.7,-1.0,5.2,82,1.0,
2025-12-13T00:00+00:00,19821,2.3,8.0,-3.4,-1.0,5.6,76,1.0,
2025-12-14T00:00+00:00,19821,1.6,7.2,-4.0,-1.0,5.4,72,1.0,
2025-12-15T00:00+00:00,19821,2.5,8.9,-3.9,-1.0,5.2,66,1.0,
2025-12-16T00:00+00:00,19821,2.9,7.5,-1.7,-1.0,1.3,73,0.6,
2025-12-17T00:00+00:00,19821,3.1,4.6,1.6,2.2,0.0,92,0.6,
2025-12-18T00:00+00:00,19821,5.6,9.5,1.7,-1.0,3.4,94,1.0,
2025-12-19T00:00+00:00,19821,3.5,8.5,-1.6,-1.0,5.1,82,1.0,
2025-12-20T00:00+00:00,19821,1.4,6.0,-3.3,-1.0,5.0,82,0.6,
2025-12-21T00:00+00:00,19821,-0.3,3.8,-4.4,-1.0,5.0,82,1.0,
2025-12-22T00:00+00:00,19821,-1.5,2.6,-5.5,0.0,5.0,89,1.0,
2025-12-23T00:00+00:00,19821,-1.3,3.9,-6.4,0.0,4.0,81,0.6,
2025-12-24T00:00+00:00,19821,-2.3,-0.6,-3.9,8.2,0.0,95,1.5,
2025-12-25T00:00+00:00,19821,-1.7,-1.0,-2.4,0.0,0.0,94,2.1,
2025-12-26T00:00+00:00,19821,-1.0,1.7,-3.6,0.0,1.8,89,1.0,
2025-12-27T00:00+00:00,19821,-2.8,2.2,-7.7,-1.0,5.2,91,1.0,
2025-12-28T00:00+00:00,19821,-1.5,4.0,-7.0,-1.0,5.3,90,0.6,
2025-12-29T00:00+00:00,19821,-2.1,3.9,-8.1,-1.0,5.6,85,1.0,
2025-12-30T00:00+00:00,19821,-3.3,1.3,-7.9,-1.0,5.7,76,1.0,
2025-12-31T00:00+00:00,19821,-6.3,-0.3,-12.2,-1.0,5.8,71,1.0,
