"date","electricity_kwh","electricity_intervals","electricity_replacement_intervals","electricity_replacement_share","electricity_peak_kw","electricity_baseload_kw_p10","electricity_night_kwh","electricity_daytime_kwh","electricity_feed_in_kwh","feed_in_intervals","feed_in_replacement_intervals","feed_in_replacement_share","heat_meter_kwh","heat_meter_m3","heat_kwh","heat_kwh_prev","heat_volume_m3","heat_volume_per_mwh_m3","heat_approximated_flag","pv_kwh","arrivals","nights","arrivals_compare","nights_compare","weather_station_id","temp_mean_c","temp_max_c","temp_min_c","precipitation_raw_mm","precipitation_mm","precipitation_negative_flag","sunshine_hours","humidity_mean_pct","wind_mean_ms","snow_depth_cm","snow_depth_missing_flag","hdd18","frost_day_flag","ice_day_flag","summer_day_flag","weather_data_available","timestamp_ms","has_guests_flag","occupied_apartments_estimated","electricity_data_available","feed_in_data_available","heat_data_available","pv_data_available","occupancy_data_available","season_cluster","meteorological_season"
2025-09-27,14.535,96,0,0,2.572,0.05,2.034,8.223,4.035,96,0,0,70291,1888.57,151,0,4.4,29.14,0,9.68,0,0,0,0,"19821",11.8,14,9.5,0,0,0,0.6,90,1,NA,1,6.2,0,0,0,1,1758931200000,0,0,1,1,1,1,1,"transition","autumn"
2025-09-28,10.223,96,0,0,2.884,0.006,2.545,3.715,4.234,96,0,0,70442,1892.97,113,0,3.43,30.35,0,9.12,0,0,0,0,"19821",12,15.3,8.7,0,0,0,2,86,1.5,NA,1,6,0,0,0,1,1759017600000,0,0,1,1,1,1,1,"transition","autumn"
2025-09-29,11.842,96,0,0,3.316,0.018,1.88,6.549,5.783,96,0,0,70555,1896.4,122,0,3.44,28.2,0,13.6,0,0,0,0,"19821",12.6,17.9,7.3,0,0,0,5.6,79,1.5,NA,1,5.4,0,0,0,1,1.759104e+12,0,0,1,1,1,1,1,"transition","autumn"
2025-09-30,8.693,96,0,0,1.456,0,1.843,3.728,0.866,96,0,0,70677,1899.84,131,0,3.82,29.16,0,4.51,0,0,0,0,"19821",9.9,11.6,8.2,2.2,2.2,0,0.2,94,1.5,NA,1,8.1,0,0,0,1,1759190400000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-01,13.342,96,0,0,3.628,0.006,2.699,7.145,5.042,96,0,0,70808,1903.66,160,0,4.47,27.94,0,12.73,0,0,0,0,"19821",9.2,13,5.3,0,0,0,5,73,2.6,NA,1,8.8,0,0,0,1,1759276800000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-02,11.609,96,0,0,1.716,0.004,2.5,5.1,5.03,96,0,0,70968,1908.13,187,0,5.15,27.54,0,12.62,0,0,0,0,"19821",6.2,11.5,0.8,-1,0,1,3.9,72,1.5,NA,1,11.8,0,0,0,1,1759363200000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-03,14,96,0,0,2.624,0.002,2.426,7.21,4.347,96,0,0,71155,1913.28,192,0,5.41,28.18,0,16.01,0,0,0,0,"19821",7,14.8,-0.8,-1,0,1,9.4,73,1,NA,1,11,1,0,0,1,1759449600000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-04,11.224,96,0,0,2.364,0,2.184,5.953,3.03,96,0,0,71347,1918.69,217,0,6.41,29.54,0,7.53,0,0,0,0,"19821",6.1,12,0.2,14.4,14.4,0,2.5,76,1,NA,1,11.9,0,0,0,1,1.759536e+12,0,0,1,1,1,1,1,"transition","autumn"
2025-10-05,10.779,96,0,0,1.576,0,2.268,4.244,3.192,96,0,0,71564,1925.1,202,0,5.68,28.12,0,5.91,0,0,0,0,"19821",6,9.1,2.8,2.2,2.2,0,2.6,90,1,NA,1,12,0,0,0,1,1759622400000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-06,13.717,96,0,0,2.956,0.054,1.922,7.031,4.462,96,0,0,71766,1930.78,196,0,5.43,27.7,0,12.01,0,0,0,0,"19821",9,15.4,2.6,-1,0,1,4.6,72,1,NA,1,9,0,0,0,1,1759708800000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-07,14.986,96,0,0,2.976,0.032,2.457,7.897,5.65,96,0,0,71962,1936.21,183,0,4.9,26.78,0,13.03,0,0,0,0,"19821",11.7,18.8,4.6,-1,0,1,9.1,72,1,NA,1,6.3,0,0,0,1,1759795200000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-08,12.76,96,0,0,2.164,0.004,2.386,5.448,5.816,96,0,0,72145,1941.11,176,0,4.68,26.59,0,12.76,0,0,0,0,"19821",11.7,19,4.3,-1,0,1,5.7,81,1.5,NA,1,6.3,0,0,0,1,1759881600000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-09,20.67,96,0,0,2.548,0.29,2.509,11.993,2.54,96,0,0,72321,1945.79,165,0,4.57,27.7,0,9.26,0,0,0,0,"19821",11.8,16.3,7.3,1.2,1.2,0,2.9,93,0.6,NA,1,6.2,0,0,0,1,1.759968e+12,0,0,1,1,1,1,1,"transition","autumn"
2025-10-10,12.472,96,0,0,3.124,0,2.712,5.277,6.194,96,0,0,72486,1950.36,155,0,4.41,28.45,0,14.03,0,0,0,0,"19821",14.3,19.9,8.7,-1,0,1,8.3,81,1.5,NA,1,3.7,0,0,0,1,1760054400000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-11,8.012,96,0,0,1.048,0,3.207,1.245,9.868,96,0,0,72641,1954.77,145,0,4.21,29.03,0,14.07,0,0,0,0,"19821",13.4,19.7,7,-1,0,1,8.7,81,1.5,NA,1,4.6,0,0,0,1,1760140800000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-12,9.433,96,0,0,2.112,0,2.077,4.491,3.368,96,0,0,72786,1958.98,179,0,5.11,28.55,0,7.57,0,0,0,0,"19821",12.3,17.1,7.5,-1,0,1,5.9,86,1,NA,1,5.7,0,0,0,1,1760227200000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-13,14.951,96,0,0,2.276,0.046,2.678,7.679,3.456,96,0,0,72965,1964.09,144,0,4.01,27.85,0,9.87,0,0,0,0,"19821",12.6,17.3,7.8,-1,0,1,6.3,78,1,NA,1,5.4,0,0,0,1,1760313600000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-14,20.366,96,0,0,4.232,0.206,2.493,13.779,1.595,96,0,0,73109,1968.1,153,0,4.18,27.32,0,7.39,0,0,0,0,"19821",11.8,16,7.6,-1,0,1,5.2,79,1,NA,1,6.2,0,0,0,1,1.7604e+12,0,0,1,1,1,1,1,"transition","autumn"
2025-10-15,13.816,96,0,0,2.912,0.008,2.137,7.753,4.471,96,0,0,73262,1972.28,163,0,4.49,27.55,0,9.77,0,0,0,0,"19821",11.4,15.6,7.1,-1,0,1,6.3,76,0.6,NA,1,6.6,0,0,0,1,1760486400000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-16,15.446,96,0,0,3.948,0,2.144,7.546,2.334,96,0,0,73425,1976.77,180,304,4.85,26.94,0,6.51,0,0,0,0,"19821",9.2,11.6,6.7,-1,0,1,0.2,82,1,NA,1,8.8,0,0,0,1,1760572800000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-17,12.921,96,0,0,4.052,0.004,1.968,8.21,3.883,96,0,0,73605,1981.62,178,240,4.97,27.92,0,9.76,0,0,0,0,"19821",8.9,12.3,5.5,-1,0,1,2.4,78,1,NA,1,9.1,0,0,0,1,1760659200000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-18,14.496,96,0,0,4.592,0.012,1.858,9.542,5.351,96,0,0,73783,1986.59,210,162,5.73,27.29,0,13.08,0,0,0,0,"19821",8.2,13.9,2.5,-1,0,1,5.6,80,1,NA,1,9.8,0,0,0,1,1760745600000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-19,9.103,96,0,0,1.788,0,2.113,3.713,3.136,96,0,0,73993,1992.32,161,135,4.57,28.39,0,7.02,0,0,0,0,"19821",8,12.6,3.3,-1,0,1,3.4,83,1.5,NA,1,10,0,0,0,1,1.760832e+12,0,0,1,1,1,1,1,"transition","autumn"
2025-10-20,11.95,96,0,0,3.384,0,1.902,6.796,3.986,96,0,0,74154,1996.89,158,155,4.23,26.77,0,8.16,0,0,0,0,"19821",7.3,11.7,2.8,0.1,0.1,0,1.2,78,1.5,NA,1,10.7,0,0,0,1,1760918400000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-21,19.435,96,0,0,4.6,0.21,2.009,12.455,0.152,96,0,0,74312,2001.12,159,118,4.34,27.3,0,3.26,0,0,0,0,"19821",9.4,11.2,7.5,6.3,6.3,0,0,94,0.6,NA,1,8.6,0,0,0,1,1761004800000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-22,10.787,96,0,0,2.58,0,1.891,4.27,5.775,96,0,0,74471,2005.46,170,116,4.67,27.47,0,9.89,0,0,0,0,"19821",11.3,15,7.6,-1,0,1,3.4,87,1.5,NA,1,6.7,0,0,0,1,1761091200000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-23,18.042,96,0,0,3.144,0.286,2.359,11.294,0,96,0,0,74641,2010.13,172,128,4.58,26.63,0,2.17,0,0,0,0,"19821",9.7,12.6,6.7,40,40,0,0,92,2.1,NA,1,8.3,0,0,0,1,1761177600000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-24,17.05,96,0,0,3.42,0.196,2.023,11.101,2.521,96,0,0,74813,2014.71,183,162,4.95,27.05,0,11.38,0,0,0,0,"19821",7.7,13.1,2.3,-1,0,1,5.5,85,1.5,NA,1,10.3,0,0,0,1,1.761264e+12,0,0,1,1,1,1,1,"transition","autumn"
2025-10-25,10.052,96,0,0,1.38,0.046,1.982,5.049,3.902,96,0,0,74996,2019.66,197,152,5.32,27.01,0,11.28,0,0,0,0,"19821",7.3,13.8,0.7,-1,0,1,5.7,74,1.5,NA,1,10.7,0,0,0,1,1761350400000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-26,9.096,96,0,0,2.136,0,1.964,4.268,6.428,96,0,0,75193,2024.98,197,147,5.14,26.09,0,10.49,0,0,0,0,"19821",6.7,11.6,1.7,1.3,1.3,0,3.6,83,1,NA,1,11.3,0,0,0,1,1761436800000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-27,9.658,96,0,0,1.236,0.034,1.905,4.636,2.295,96,0,0,75390,2030.12,229,147,6.46,28.21,0,8.21,0,0,0,0,"19821",5,10.4,-0.4,0,0,0,4.4,73,1.5,NA,1,13,1,0,0,1,1761523200000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-28,11.724,96,0,0,2.728,0.016,2.305,6.211,5.756,96,0,0,75619,2036.58,216,156,6.17,28.56,0,12.17,0,0,0,0,"19821",7.8,14.8,0.7,-1,0,1,8.4,69,1,NA,1,10.2,0,0,0,1,1761609600000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-29,16.127,96,0,0,2.056,0.096,3.357,8.084,2.901,96,0,0,75835,2042.75,246,171,6.98,28.37,0,7.78,0,0,0,0,"19821",6.8,12.9,0.7,0,0,0,3.7,72,2.1,NA,1,11.2,0,0,0,1,1.761696e+12,0,0,1,1,1,1,1,"transition","autumn"
2025-10-30,26.302,96,0,0,4.4,0.332,3.437,17.826,0,96,0,0,76081,2049.73,224,149,6.49,28.97,0,3.88,0,0,0,0,"19821",11.2,14.3,8.1,0,0,0,0,83,0.6,NA,1,6.8,0,0,0,1,1761782400000,0,0,1,1,1,1,1,"transition","autumn"
2025-10-31,22.886,96,0,0,4.424,0.276,2.651,15.817,0.354,96,0,0,76305,2056.22,214,149,6.41,29.95,0,4.67,0,0,0,0,"19821",11.3,16.1,6.5,-1,0,1,0.7,81,1,NA,1,6.7,0,0,0,1,1761868800000,0,0,1,1,1,1,1,"transition","autumn"
2025-11-01,15.934,96,0,0,3.624,0.004,3.714,7.825,3.333,96,0,0,76519,2062.63,184,151,5.23,28.42,0,7.56,0,0,0,0,"19821",13.2,17.8,8.5,0,0,0,6.2,76,1.5,NA,1,4.8,0,0,0,1,1761955200000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-02,12.479,96,0,0,3.448,0.212,2.001,5.983,0.308,96,0,0,76703,2067.86,181,174,5.17,28.56,0,2.84,0,0,0,0,"19821",11,13.9,8,31.8,31.8,0,0,90,1,NA,1,7,0,0,0,1,1762041600000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-03,16.985,96,0,0,3.868,0.216,2.26,10.234,2.936,96,0,0,76884,2073.03,205,179,5.45,26.59,0,10.71,0,0,0,0,"19821",6.3,10.3,2.3,-1,0,1,7.2,89,0.6,NA,1,11.7,0,0,0,1,1.762128e+12,0,0,1,1,1,1,1,"winter","autumn"
2025-11-04,11.784,96,0,0,2.356,0,2.545,6.864,4.743,96,0,0,77089,2078.48,207,191,5.16,24.93,0,11.48,0,0,0,0,"19821",5.3,11.2,-0.6,-1,0,1,7.1,83,1,NA,1,12.7,1,0,0,1,1762214400000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-05,13.999,96,0,0,3.016,0,2.308,7.537,5.589,96,0,0,77296,2083.64,237,236,6.1,25.74,0,11.36,0,0,0,0,"19821",6,12.5,-0.5,-1,0,1,6.8,84,1,NA,1,12,1,0,0,1,1762300800000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-06,12.586,96,0,0,2.256,0.04,1.911,6.6,5.098,96,0,0,77533,2089.74,238,100,6.21,26.09,0,11.32,0,0,0,0,"19821",6.1,11.5,0.6,-1,0,1,5.7,85,0.6,NA,1,11.9,0,0,0,1,1762387200000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-07,23.942,96,0,0,3.656,0.272,2.226,16.332,0.006,96,0,0,77771,2095.95,263,203,7.14,27.15,0,2.08,0,0,0,0,"19821",2.7,4.8,0.6,-1,0,1,0,87,1,NA,1,15.3,0,0,0,1,1762473600000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-08,22.49,96,0,0,5.076,0.278,2.277,15.891,0.05,96,0,0,78034,2103.09,273,345,7.45,27.29,0,3.04,0,0,0,0,"19821",3.6,5,2.1,-1,0,1,0,79,1,NA,1,14.4,0,0,0,1,1.76256e+12,0,0,1,1,1,1,1,"winter","autumn"
2025-11-09,10.921,96,0,0,2.092,0,2.538,4.742,6.407,96,0,0,78307,2110.54,276,355,7.59,27.5,0,10.16,0,0,0,0,"19821",5.6,10.2,1,-1,0,1,6.5,78,0.6,NA,1,12.4,0,0,0,1,1762646400000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-10,16.562,96,0,0,4.256,0,2.892,9.453,6.476,96,0,0,78583,2118.13,231,354,6.29,27.23,0,10.2,0,0,0,0,"19821",6.4,11.5,1.2,-1,0,1,7.8,83,0.2,NA,1,11.6,0,0,0,1,1762732800000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-11,15.838,96,0,0,2.572,0.148,2.823,8.668,3.122,96,0,0,78814,2124.42,265,364,7.16,27.02,0,10.26,0,0,0,0,"19821",5.7,12,-0.7,-1,0,1,6.9,83,1,NA,1,12.3,1,0,0,1,1762819200000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-12,16.834,96,0,0,3.608,0.02,3.051,9.961,4.434,96,0,0,79079,2131.58,239,360,6.56,27.45,0,9.88,0,0,0,0,"19821",5.5,12.2,-1.2,-1,0,1,7.2,81,0.6,NA,1,12.5,1,0,0,1,1762905600000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-13,14.596,96,0,0,2.992,0.028,2.235,8.319,3.483,96,0,0,79318,2138.14,234,387,6.29,26.88,0,8.99,0,0,0,0,"19821",8.2,14.8,1.6,-1,0,1,6.9,73,1,NA,1,9.8,0,0,0,1,1.762992e+12,0,0,1,1,1,1,1,"winter","autumn"
2025-11-14,10.349,96,0,0,1.472,0,2.251,4.552,4.751,96,0,0,79552,2144.43,232,378,6.26,26.98,0,9.63,0,0,0,0,"19821",8.1,15.1,1,-1,0,1,7.2,71,1.5,NA,1,9.9,0,0,0,1,1763078400000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-15,17.761,96,0,0,3.508,0.214,2.147,12.819,0.776,96,0,0,79784,2150.69,225,383,6.14,27.29,0,5.53,0,0,0,0,"19821",9.6,14.6,4.6,0.1,0.1,0,3.9,77,1,NA,1,8.4,0,0,0,1,1763164800000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-16,15.33,96,0,0,2.996,0.234,2.121,8.768,0.203,96,0,0,80009,2156.83,213,393,5.81,27.28,0,2.99,0,0,0,0,"19821",10,14,5.9,9.7,9.7,0,0.6,81,1,NA,1,8,0,0,0,1,1763251200000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-17,23.758,96,0,0,3.84,0.314,2.47,13.677,0,96,0,0,80222,2162.64,241,379,6.6,27.39,0,1.26,0,0,0,0,"19821",5.9,8.9,2.8,32.6,32.6,0,0,97,2.1,NA,1,12.1,0,0,0,1,1763337600000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-18,24.507,96,0,0,3.872,0.272,4.509,15.167,3.245,96,0,0,80463,2169.24,268,372,7.39,27.57,0,9.11,0,0,0,0,"19821",1.4,4.4,-1.7,-1,0,1,4.1,86,1,NA,1,16.6,1,0,0,1,1.763424e+12,0,0,1,1,1,1,1,"winter","autumn"
2025-11-19,17.043,96,0,0,2.732,0.122,3.449,8.591,3.222,96,0,0,80731,2176.63,282,337,7.63,27.06,0,8.58,0,0,0,0,"19821",-0.6,2.5,-3.7,0.1,0.1,0,5.3,82,1,NA,1,18.6,1,0,0,1,1763510400000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-20,17.937,96,0,0,3.44,0.26,2.789,9.543,0.129,96,0,0,81013,2184.26,364,330,9.94,27.31,0,2.14,0,0,0,0,"19821",-1.7,0.5,-3.8,3.4,3.4,0,0.1,92,0.6,NA,1,19.7,1,0,0,1,1763596800000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-21,34.571,96,0,0,3.668,0.316,3.485,23.717,0,96,0,0,81377,2194.2,378,377,10.4,27.51,0,NA,0,0,0,0,"19821",-1.2,-0.3,-2.1,0.6,0.6,0,0,92,2.1,NA,1,19.2,1,1,0,1,1763683200000,0,0,1,1,1,0,1,"winter","autumn"
2025-11-22,31.097,96,0,0,4.752,0.412,8.603,17.12,0,96,0,0,81755,2204.6,426,399,12.03,28.24,0,NA,0,0,0,0,"19821",-2.3,0.2,-4.7,-1,0,1,0,70,2.1,NA,1,20.3,1,0,0,1,1763769600000,0,0,1,1,1,0,1,"winter","autumn"
2025-11-23,19.125,96,0,0,4.552,0.362,2.915,11.868,0,96,0,0,82181,2216.63,410,407,11.81,28.8,0,0.28,0,0,0,0,"19821",-4.6,-0.2,-8.9,-1,0,1,6.6,82,1,NA,1,22.6,1,1,0,1,1.763856e+12,0,0,1,1,1,1,1,"winter","autumn"
2025-11-24,18.02,96,0,0,4.304,0.318,2.3,11.661,0,96,0,0,82591,2228.44,394,382,11.41,28.96,0,NA,0,0,0,0,"19821",-3.1,0.7,-6.8,3.8,3.8,0,0,81,1,NA,1,21.1,1,0,0,1,1763942400000,0,0,1,1,1,0,1,"winter","autumn"
2025-11-25,22.408,96,0,0,4.032,0.358,2.574,15.434,0,96,0,0,82985,2239.85,376,360,10.89,28.96,0,0.56,0,0,0,0,"19821",1.3,2.3,0.2,2.7,2.7,0,0,98,1,NA,1,16.7,0,0,0,1,1764028800000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-26,15.556,96,0,0,1.776,0.22,3.19,9.27,1.43,96,0,0,83361,2250.74,372,305,11.37,30.56,0,5.38,0,0,0,0,"19821",1.6,4.4,-1.3,-1,0,1,5.3,91,1,NA,1,16.4,1,0,0,1,1764115200000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-27,20.815,96,0,0,3.504,0.07,2.417,13.872,3.633,96,0,0,83733,2262.11,367,309,13.93,37.96,0,7.93,0,0,0,0,"19821",-0.3,4,-4.6,-1,0,1,6.3,87,1.5,NA,1,18.3,1,0,0,1,1764201600000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-28,15.478,96,0,0,2.46,0.084,2.659,8.904,2.234,96,0,0,84100,2276.04,370,309,21.86,59.08,0,8.5,0,0,0,0,"19821",-2.3,2.7,-7.2,-1,0,1,6.2,82,1,NA,1,20.3,1,0,0,1,1.764288e+12,0,0,1,1,1,1,1,"winter","autumn"
2025-11-29,11.981,96,0,0,3.12,0.016,2.143,6.698,4.019,96,0,0,84470,2297.9,424,332,12.29,28.99,0,8.46,0,0,0,0,"19821",-1.2,4.3,-6.7,-1,0,1,5.6,76,1,NA,1,19.2,1,0,0,1,1764374400000,0,0,1,1,1,1,1,"winter","autumn"
2025-11-30,18.45,96,0,0,2.956,0.026,2.56,11.416,3.019,96,0,0,84894,2310.19,369,372,10.75,29.13,0,7.81,0,0,0,0,"19821",1.3,7.1,-4.6,-1,0,1,6.1,80,1.5,NA,1,16.7,1,0,0,1,1764460800000,0,0,1,1,1,1,1,"winter","autumn"
2025-12-01,12.612,96,0,0,3.992,0.004,2.253,6.621,0.534,96,0,0,85263,2320.94,361,397,10.96,30.36,0,3,0,0,0,0,"19821",1.4,4.6,-1.9,-1,0,1,0,84,1,NA,1,16.6,1,0,0,1,1764547200000,0,0,1,1,1,1,1,"winter","winter"
2025-12-02,20.413,96,0,0,3.792,0.292,2.278,12.855,0.12,96,0,0,85624,2331.9,373,360,10.96,29.38,0,3.68,0,0,0,0,"19821",4.4,8.3,0.4,-1,0,1,3.5,81,1,NA,1,13.6,0,0,0,1,1764633600000,0,0,1,1,1,1,1,"winter","winter"
2025-12-03,19.57,96,0,0,5.42,0.302,2.09,14.091,0,96,0,0,85997,2342.86,365,373,10.53,28.85,0,2.12,0,0,0,0,"19821",1.8,3.8,-0.3,1,1,0,0,97,1.5,NA,1,16.2,1,0,0,1,1.76472e+12,0,0,1,1,1,1,1,"winter","winter"
2025-12-04,27.928,96,0,0,6.176,0.33,2.352,19.425,0,96,0,0,86362,2353.39,345,370,9.97,28.9,0,2.07,0,0,0,0,"19821",1.8,3,0.6,4.7,4.7,0,0,96,1.5,NA,1,16.2,0,0,0,1,1764806400000,0,0,1,1,1,1,1,"winter","winter"
2025-12-05,21.339,96,0,0,4.364,0.306,2.371,15.758,0.044,96,0,0,86707,2363.36,361,378,10.29,28.5,0,2.06,0,0,0,0,"19821",1.5,2.8,0.1,-1,0,1,0,98,1,NA,1,16.5,0,0,0,1,1764892800000,0,0,1,1,1,1,1,"winter","winter"
2025-12-06,21.378,96,0,0,4.404,0.288,3.135,14.576,0.733,96,0,0,87068,2373.65,375,389,10.95,29.2,0,6.2,0,0,0,0,"19821",1.4,3.5,-0.8,-1,0,1,3.3,93,1,NA,1,16.6,1,0,0,1,1764979200000,0,0,1,1,1,1,1,"winter","winter"
2025-12-07,20.269,96,0,0,4.416,0.256,2.88,11.518,2.054,96,0,0,87443,2384.6,374,401,10.91,29.17,0,6.41,0,0,0,0,"19821",0.1,3.4,-3.2,0,0,0,0.7,95,1,NA,1,17.9,1,0,0,1,1765065600000,0,0,1,1,1,1,1,"winter","winter"
2025-12-08,26.021,96,0,0,3.924,0.334,2.578,16.432,1.021,96,0,0,87817,2395.51,323,385,9.2,28.48,0,5.36,0,0,0,0,"19821",4.6,9.4,-0.2,-1,0,1,4.5,90,1,NA,1,13.4,1,0,0,1,1.765152e+12,0,0,1,1,1,1,1,"winter","winter"
2025-12-09,20.07,96,0,0,3.012,0.246,2.274,12.979,2.393,96,0,0,88140,2404.71,294,376,8.52,28.98,0,7.28,0,0,0,0,"19821",4.4,10.2,-1.5,-1,0,1,5.8,90,0.2,NA,1,13.6,1,0,0,1,1765238400000,0,0,1,1,1,1,1,"winter","winter"
2025-12-10,16.27,96,0,0,3.764,0.112,2.466,9.37,3.217,96,0,0,88434,2413.23,301,377,8.71,28.94,0,7.35,0,0,0,0,"19821",3.4,8.5,-1.8,-1,0,1,5.9,83,0.2,NA,1,14.6,1,0,0,1,1765324800000,0,0,1,1,1,1,1,"winter","winter"
2025-12-11,15.195,96,0,0,3.016,0.03,2.401,7.735,3.485,96,0,0,88735,2421.94,338,368,9.75,28.85,0,7.79,0,0,0,0,"19821",2.6,8.1,-2.9,-1,0,1,4.7,81,1,NA,1,15.4,1,0,0,1,1765411200000,0,0,1,1,1,1,1,"winter","winter"
2025-12-12,19.487,96,0,0,3.784,0.232,2.328,12.796,1.85,96,0,0,89073,2431.69,355,387,10.49,29.55,0,7.25,0,0,0,0,"19821",2.4,7.5,-2.7,-1,0,1,5.2,82,1,NA,1,15.6,1,0,0,1,1765497600000,0,0,1,1,1,1,1,"winter","winter"
2025-12-13,11.284,96,0,0,1.68,0.07,2.423,5.17,2.987,96,0,0,89428,2442.18,352,410,10.23,29.06,0,6.96,0,0,0,0,"19821",2.3,8,-3.4,-1,0,1,5.6,76,1,NA,1,15.7,1,0,0,1,1.765584e+12,0,0,1,1,1,1,1,"winter","winter"
2025-12-14,14.004,96,0,0,3.948,0.014,2.237,7.725,3.278,96,0,0,89780,2452.41,360,416,10.56,29.33,0,7.29,0,0,0,0,"19821",1.6,7.2,-4,-1,0,1,5.4,72,1,NA,1,16.4,1,0,0,1,1765670400000,0,0,1,1,1,1,1,"winter","winter"
2025-12-15,23.378,96,0,0,4.7,0.276,2.054,17.141,2.08,96,0,0,90140,2462.97,352,370,11.54,32.78,0,7.35,0,0,0,0,"19821",2.5,8.9,-3.9,-1,0,1,5.2,66,1,NA,1,15.5,1,0,0,1,1765756800000,0,0,1,1,1,1,1,"winter","winter"
2025-12-16,18.501,96,0,0,3.272,0.258,1.965,12.6,0.269,96,0,0,90492,2474.51,343,360,10.24,29.85,0,3.85,0,0,0,0,"19821",2.9,7.5,-1.7,-1,0,1,1.3,73,0.6,NA,1,15.1,1,0,0,1,1765843200000,0,0,1,1,1,1,1,"winter","winter"
2025-12-17,16.8,96,0,0,2.504,0.296,2.093,11.618,0,96,0,0,90835,2484.75,331,333,9.3,28.1,0,1.71,0,0,0,0,"19821",3.1,4.6,1.6,2.2,2.2,0,0,92,0.6,NA,1,14.9,0,0,0,1,1765929600000,0,0,1,1,1,1,1,"winter","winter"
2025-12-18,18.749,96,0,0,4.704,0.286,1.909,13.662,0.62,96,0,0,91166,2494.05,315,355,8.78,27.87,0,4.76,0,0,0,0,"19821",5.6,9.5,1.7,-1,0,1,3.4,94,1,NA,1,12.4,0,0,0,1,1.766016e+12,0,0,1,1,1,1,1,"winter","winter"
2025-12-19,13.344,96,0,0,2.972,0.104,1.888,8.467,2.619,96,0,0,91481,2502.83,311,389,8.99,28.91,0,6.96,0,0,0,0,"19821",3.5,8.5,-1.6,-1,0,1,5.1,82,1,NA,1,14.5,1,0,0,1,1766102400000,0,0,1,1,1,1,1,"winter","winter"
2025-12-20,16.889,96,0,0,2.712,0.242,1.995,10.627,1.92,96,0,0,91792,2511.82,350,429,10.42,29.77,0,7.02,0,0,0,0,"19821",1.4,6,-3.3,-1,0,1,5,82,0.6,NA,1,16.6,1,0,0,1,1766188800000,0,0,1,1,1,1,1,"winter","winter"
2025-12-21,15.494,96,0,0,3.588,0.22,2.322,9.838,2.049,96,0,0,92142,2522.24,388,466,11.63,29.97,0,7.12,0,0,0,0,"19821",-0.3,3.8,-4.4,-1,0,1,5,82,1,NA,1,18.3,1,0,0,1,1766275200000,0,0,1,1,1,1,1,"winter","winter"
2025-12-22,17.389,96,0,0,2.888,0.296,2.297,10.849,0.453,96,0,0,92530,2533.87,424,441,13.81,32.57,0,3.34,0,0,0,0,"19821",-1.5,2.6,-5.5,0,0,0,5,89,1,NA,1,19.5,1,0,0,1,1766361600000,0,0,1,1,1,1,1,"winter","winter"
