"season_cluster","season_label","model_days","guest_days","total_guest_nights","average_guest_nights_per_guest_day","occupancy_model_unit","revenue_assumption_unit","assumed_revenue_basis","assumed_revenue_eur_per_night","estimated_occupied_apartment_nights","average_occupied_apartments_per_guest_day","estimated_revenue_total_eur","estimated_revenue_per_guest_day_eur","estimated_revenue_per_guest_night_eur","electricity_model_r_squared","heat_model_r_squared","electricity_additional_per_guest_night_kwh","heat_additional_per_guest_night_kwh","electricity_total_guest_attributed_kwh","heat_total_guest_attributed_kwh","electricity_tariff_ex_vat_eur_per_kwh","electricity_tariff_inc_vat_eur_per_kwh","electricity_cost_per_additional_guest_night_ex_vat_eur","electricity_cost_per_additional_guest_night_inc_vat_eur","electricity_cost_total_guest_attributed_ex_vat_eur","electricity_cost_total_guest_attributed_inc_vat_eur","heat_tariff_ex_vat_eur_per_kwh","heat_tariff_inc_vat_eur_per_kwh","heat_cost_per_additional_guest_night_ex_vat_eur","heat_cost_per_additional_guest_night_inc_vat_eur","heat_cost_total_guest_attributed_ex_vat_eur","heat_cost_total_guest_attributed_inc_vat_eur","contribution_after_electricity_ex_vat_eur","contribution_after_electricity_inc_vat_eur","contribution_after_energy_ex_vat_eur","contribution_after_energy_inc_vat_eur","heat_cost_formula_ex_vat","heat_cost_formula_inc_vat","net_contribution_formula_ex_vat","net_contribution_formula_inc_vat","break_even_heat_tariff_ex_vat_eur_per_kwh","break_even_heat_tariff_inc_vat_eur_per_kwh","scenario_note"
"summer","Sommer",92,77,356,4.62337662337662,"guest_nights","estimated_occupied_apartment_nights","Geschaetzte Appartement-Naechte = Summe ceil(Naechtigungen / 2)",75,199,2.58441558441558,14925,193.831168831169,41.9241573033708,0.538873738414682,0.958850634271314,2.142244979778,5.4323106714103,755.597001896669,1673.91538312332,0.125,0.15,0.26778062247225,0.3213367469667,94.4496252370836,113.3395502845,NA,NA,NA,NA,NA,NA,14830.5503747629,14811.6604497155,NA,NA,"1673.92 * heat_tariff_ex_vat_eur_per_kwh","1673.92 * heat_tariff_inc_vat_eur_per_kwh","14925.00 - 94.45 - 1673.92 * heat_tariff_ex_vat_eur_per_kwh","14925.00 - 113.34 - 1673.92 * heat_tariff_inc_vat_eur_per_kwh",8.85979693136637,8.84851205685129,"Revenue estimate uses occupied apartment nights = sum(ceiling(guest_nights / 2)). Energy costs stay model-based and therefore remain an approximation."
"winter","Winter",147,54,225,4.16666666666667,"guest_nights","estimated_occupied_apartment_nights","Geschaetzte Appartement-Naechte = Summe ceil(Naechtigungen / 2)",85,119,2.2037037037037,10115,187.314814814815,44.9555555555556,0.672290678278377,0.824829605954313,2.92254584084566,8.7287956472841,657.572814190273,1963.97902063892,0.125,0.15,0.365318230105707,0.438381876126849,82.1966017737841,98.635922128541,NA,NA,NA,NA,NA,NA,10032.8033982262,10016.3640778715,NA,NA,"1963.98 * heat_tariff_ex_vat_eur_per_kwh","1963.98 * heat_tariff_inc_vat_eur_per_kwh","10115.00 - 82.20 - 1963.98 * heat_tariff_ex_vat_eur_per_kwh","10115.00 - 98.64 - 1963.98 * heat_tariff_inc_vat_eur_per_kwh",5.10840660352998,5.10003618807136,"Revenue estimate uses occupied apartment nights = sum(ceiling(guest_nights / 2)). Energy costs stay model-based and therefore remain an approximation."
