"event_group","days","avg_nights","avg_arrivals","avg_temp_mean_c","avg_hdd18","avg_occupied_apartments_estimated","avg_is_weekend_flag","avg_heat_kwh","avg_heat_weather_residual_kwh","avg_heat_weather_adjusted_per_night_kwh","avg_electricity_kwh","avg_real_electricity_kwh","avg_electricity_feed_in_kwh","avg_electricity_self_consumption_kwh","avg_pv_self_consumption_ratio","avg_pv_feed_in_ratio","avg_pv_kwh","avg_heat_delta_prev_day_kwh","avg_heat_weather_residual_delta_prev_day_kwh","avg_electricity_delta_prev_day_kwh","avg_real_electricity_delta_prev_day_kwh"
"all_days",365,1.70958904109589,0.180821917808219,9.58657534246575,8.82958904109589,0.934246575342466,0.284931506849315,198.224657534247,1.86274413761875,3.51795415397637,17.8414630136986,25.2328448753463,4.45554794520548,7.51428531855956,0.701759622096607,0.301074798419879,12.0104155124654,0.266483516483516,-0.0797596501027422,0.0733379120879121,0.0614425770308123
"guest_days",147,4.24489795918367,0.448979591836735,11.8768707482993,6.91156462585034,2.31972789115646,0.272108843537415,170.108843537415,14.035836199666,3.51795415397637,20.9121156462585,29.3851428571429,4.64914965986395,8.47302721088435,0.733185470366991,0.266814529633009,13.1221768707483,-0.623287671232877,-0.0909585653443223,0.0897945205479453,0.198937931034483
"non_guest_days",218,0,0,8.04220183486239,10.1229357798165,0,0.293577981651376,217.183486238532,-6.34571702348651,NA,15.7708853211009,22.3805654205607,4.325,6.85571028037383,0.680172707630503,0.324608721371607,11.2467289719626,0.862385321100917,-0.0722594591611334,0.0623165137614679,-0.0325990566037736
"occupancy_increase_days",21,4.76190476190476,2.66666666666667,7.74761904761905,10.8666666666667,2.57142857142857,0.571428571428571,258.619047619048,19.4674656244015,4.0095960141424,24.8441904761905,31.2647142857143,4.03423809523809,6.42052380952381,0.769264327403292,0.230735672596708,10.4547619047619,-5.80952380952381,-1.5084142512634,0.988619047619048,0.542999999999999
"occupancy_drop_days",21,2.23809523809524,0.0952380952380952,7.86666666666667,10.4285714285714,1.19047619047619,0.666666666666667,252.095238095238,22.1460300391956,7.87115869172661,25.1615238095238,32.4180476190476,3.10871428571429,7.25652380952381,0.798649480735269,0.201350519264731,10.3652380952381,11.1428571428571,9.64247008765002,1.11152380952381,0.561714285714286
"winter_guest_days",54,4.16666666666667,0.648148148148148,1.02222222222222,16.9777777777778,2.2037037037037,0.259259259259259,395.203703703704,27.6856736524483,7.38973974450179,31.9878148148148,37.2821296296296,0.892537037037037,5.29431481481481,0.906040592438641,0.0939594075613593,6.18685185185185,-0.924528301886792,-1.12269262993301,0.022056603773585,0.291096153846154
"winter_non_guest_days",97,0,0,2.97731958762887,15.0226804123711,0,0.309278350515464,323.226804123711,-3.22358702538465,NA,18.6013402061856,23.5438279569892,2.53845360824742,5.38688172043011,0.745564087397967,0.254435912602033,8.03451612903226,1.70103092783505,-0.659371800253678,0.149041237113402,0.00163736263736257
