"metric_key","metric_label","adjustment_label","baseline_definition","formula","model_rows","r_squared","adjusted_r_squared","nights_coefficient_kwh","log1p_nights_coefficient_kwh","nights_sq_coefficient_kwh","has_guests_flag_coefficient_kwh","occupied_apartments_estimated_coefficient_kwh","arrivals_coefficient_kwh","hdd18_coefficient_kwh","hdd18_sq_coefficient_kwh","temp_mean_c_coefficient_kwh","sunshine_hours_coefficient_kwh","is_weekend_flag_coefficient_kwh","baseline_no_guest_avg_on_guest_days_kwh","raw_guest_day_avg_kwh","raw_no_guest_day_avg_kwh","raw_guest_day_delta_kwh","raw_guest_day_delta_pct","additional_per_guest_night_kwh","additional_per_guest_night_pct_vs_baseline","total_guest_attributed_kwh","total_guest_attributed_share","total_guest_nights","guest_days","average_guest_nights_per_guest_day","total_estimated_occupied_apartment_nights","average_occupied_apartments_estimated_per_guest_day","negative_guest_impact_days"
"real_electricity","Realer Stromverbrauch","Betriebs- und wetterkontrolliert","modellierte Referenz ohne Gaeste","real_electricity_kwh ~ has_guests_flag + log1p_nights + occupied_apartments_estimated +     arrivals + temp_mean_c + sunshine_hours + is_weekend_flag +     factor(season_cluster)",361,0.538873738414682,0.527049988117622,NA,4.92837503157856,NA,-3.06953759725084,1.82682610187312,0.0337556971785839,NA,NA,-0.470509731048601,-0.17256107899937,-1.78186020067102,20.2915315144118,29.3851428571429,22.3805654205607,7.00457743658211,0.312975892474419,2.142244979778,0.105573351043341,1336.76086738147,0.146750741309608,624,147,4.24489795918367,341,2.31972789115646,0
"heat","Fernwaerme","HDD18-, Betriebs- und saisonkontrolliert","modellierte Referenz ohne Gaeste","heat_kwh ~ hdd18 + I(hdd18^2) + has_guests_flag + log1p_nights +     occupied_apartments_estimated + arrivals + is_weekend_flag +     factor(season_cluster)",365,0.958850634271314,0.957807410914812,NA,28.4292452155577,NA,-23.5776275938817,0.201264733704474,1.20315390629174,14.5062439358421,0.116760831846396,NA,NA,0.506023011835731,147.049239054694,170.108843537415,217.183486238532,-47.0746427011171,-0.21675056200827,5.4323106714103,0.0369421202471492,3389.76185896003,0.0468509765999561,624,147,4.24489795918367,341,2.31972789115646,0
